Document Title	Package	End	Excerpt Creator	Excerpt Copy	Codes Applied Combined
2003-novelty-adhoc-N48.txt	36	57	willis8	human genome decoded 	SpecificEvent
2003-novelty-adhoc-N48.txt	96	99	willis8	NIH	OrganizationEntity
2003-novelty-adhoc-N48.txt	72	101	willis8	Human genome decoded at NIH 	SpecificEvent
2003-novelty-adhoc-N49.txt	69	73	willis8	1998	ExplicitDate
2003-novelty-adhoc-N49.txt	69	92	willis8	1998 Nobel peace prize 	SpecificEvent
2003-novelty-adhoc-N50.txt	47	54	willis8	Fossett	PersonEntity
2003-novelty-adhoc-N50.txt	93	106	willis8	Steve Fossett	PersonEntity
2003-novelty-adhoc-N50.txt	108	120	willis8	 1998 August	ExplicitDate
2003-novelty-adhoc-N50.txt	82	133	willis8	Balloonist Steve Fossett's 1998 August solo flight 	SpecificEvent
2003-novelty-adhoc-N50.txt	36	67	willis8	balloonist Fossett solo flight 	SpecificEvent
1997-trec6-adhoc-326.txt	34	48	gsherma2	Ferry Sinkings	GenericEvent
1997-trec6-adhoc-326.txt	82	95	gsherma2	ferry sinking	GenericEvent
1997-trec6-adhoc-327.txt	158	178	gsherma2	eighties or nineties	ExplicitDate
1997-trec6-adhoc-328.txt	34	54	gsherma2	Pope Beatifications 	GenericEvent
1997-trec6-adhoc-328.txt	106	127	gsherma2	beatified by the Pope	GenericEvent
1997-trec6-adhoc-329.txt	34	41	gsherma2	Mexican	PlaceEntity
1997-trec6-adhoc-329.txt	72	83	gsherma2	Mexico City	PlaceEntity
1997-trec6-adhoc-329.txt	180	187	gsherma2	Mexican	PlaceEntity
1997-trec6-adhoc-330.txt	34	38	gsherma2	Iran	PlaceEntity
1997-trec6-adhoc-330.txt	39	43	gsherma2	Iraq	PlaceEntity
1997-trec6-adhoc-330.txt	147	151	gsherma2	Iran	PlaceEntity
1997-trec6-adhoc-330.txt	156	160	gsherma2	Iraq	PlaceEntity
1997-trec6-adhoc-331.txt	34	44	gsherma2	World Bank	OrganizationEntity
1997-trec6-adhoc-331.txt	105	115	gsherma2	World Bank	OrganizationEntity
1997-trec6-adhoc-332.txt	140	144	gsherma2	U.S.	PlaceEntity
1997-trec6-adhoc-336.txt	34	52	gsherma2	Black Bear Attacks	GenericEvent
1997-trec6-adhoc-336.txt	120	146	gsherma2	vicious black bear attacks	GenericEvent
1997-trec6-adhoc-340.txt	34	47	gsherma2	Land Mine Ban	IndirectEventReference
1997-trec6-adhoc-340.txt	141	202	gsherma2	"treaty banning the production, transfer and use of land mines"	IndirectEventReference
1997-trec6-adhoc-342.txt	86	94	gsherma2	Cold War	SpecificEvent
1997-trec6-adhoc-342.txt	380	495	gsherma2	 instances where attempts have been made  by personnel with diplomatic status to obtain  information of this nature	GenericEvent
1997-trec6-adhoc-342.txt	34	54	gsherma2	Diplomatic Expulsion	GenericEvent
1992-trec1-adhoc-51.txt	33	39	willis8	Airbus	OrganizationEntity
1997-trec6-adhoc-343.txt	72	124	gsherma2	instances where a civilian policeman has been killed	GenericEvent
1997-trec6-adhoc-345.txt	105	109	gsherma2	U.S.	PlaceEntity
1997-trec6-adhoc-345.txt	191	195	gsherma2	U.S.	PlaceEntity
1997-trec6-adhoc-346.txt	116	120	gsherma2	U.S.	PlaceEntity
1997-trec6-adhoc-346.txt	244	248	gsherma2	U.S.	PlaceEntity
1997-trec6-adhoc-347.txt	97	104	gsherma2	America	PlaceEntity
1997-trec6-adhoc-347.txt	117	121	gsherma2	U.S.	PlaceEntity
1997-trec6-adhoc-347.txt	74	93	gsherma2	spotted owl episode	IndirectEventReference
1998-trec7-adhoc-376.txt	34	45	gsherma2	World Court	OrganizationEntity
1998-trec7-adhoc-376.txt	100	111	gsherma2	World Court	OrganizationEntity
1998-trec7-adhoc-376.txt	113	143	gsherma2	International Court of Justice	OrganizationEntity
1998-trec7-adhoc-378.txt	146	154	gsherma2	European	PlaceEntity
1998-trec7-adhoc-378.txt	116	140	gsherma2	introduction of the euro	SpecificEvent
1998-trec7-adhoc-393.txt	34	47	gsherma2	mercy killing	GenericEvent
1998-trec7-adhoc-393.txt	96	110	gsherma2	mercy killings	GenericEvent
1998-trec7-adhoc-397.txt	34	52	gsherma2	automobile recalls	GenericEvent
1998-trec7-adhoc-397.txt	117	135	gsherma2	automobile recalls	GenericEvent
1998-trec7-adhoc-398.txt	46	54	gsherma2	Europe's	PlaceEntity
1998-trec7-adhoc-398.txt	116	146	gsherma2	European Conventional Arms Cut	OtherEntity
1998-trec7-adhoc-398.txt	183	191	gsherma2	Europe's	PlaceEntity
1998-trec7-adhoc-400.txt	34	52	gsherma2	Amazon rain forest	PlaceEntity
1998-trec7-adhoc-400.txt	108	122	gsherma2	South American	PlaceEntity
1998-trec7-adhoc-400.txt	151	157	gsherma2	Amazon	PlaceEntity
1999-trec8-adhoc-428.txt	104	108	gsherma2	U.S.	PlaceEntity
1999-trec8-adhoc-428.txt	113	118	gsherma2	China	PlaceEntity
1999-trec8-adhoc-429.txt	81	115	gsherma2	outbreaks of Legionnaires' disease	GenericEvent
1999-trec8-adhoc-430.txt	34	54	gsherma2	killer bee attacks  	GenericEvent
1999-trec8-adhoc-430.txt	91	138	gsherma2	attacks on humans by Africanized  (killer) bees	GenericEvent
1999-trec8-adhoc-430.txt	112	123	gsherma2	Africanized	PlaceEntity
1999-trec8-adhoc-433.txt	34	39	gsherma2	Greek	PlaceEntity
1999-trec8-adhoc-433.txt	116	121	gsherma2	Greek	PlaceEntity
1999-trec8-adhoc-434.txt	34	41	gsherma2	Estonia	PlaceEntity
1999-trec8-adhoc-434.txt	103	110	gsherma2	Estonia	PlaceEntity
1999-trec8-adhoc-436.txt	34	51	gsherma2	railway accidents	GenericEvent
1999-trec8-adhoc-436.txt	91	108	gsherma2	railway accidents	GenericEvent
1999-trec8-adhoc-437.txt	34	46	gsherma2	deregulation	GenericEvent
1999-trec8-adhoc-437.txt	150	182	gsherma2	deregulation of gas and electric	GenericEvent
1999-trec8-adhoc-443.txt	34	38	gsherma2	U.S.	PlaceEntity
1999-trec8-adhoc-443.txt	52	61	gsherma2	Africa  	PlaceEntity
1999-trec8-adhoc-443.txt	97	101	gsherma2	U.S.	PlaceEntity
1999-trec8-adhoc-443.txt	141	159	gsherma2	sub-Saharan Africa	PlaceEntity
1999-trec8-adhoc-445.txt	96	109	gsherma2	United States	PlaceEntity
1999-trec8-adhoc-447.txt	34	51	gsherma2	Stirling engine  	OtherEntity
1999-trec8-adhoc-447.txt	123	138	gsherma2	Stirling engine	OtherEntity
1999-trec8-adhoc-448.txt	34	45	gsherma2	ship losses	GenericEvent
1999-trec8-adhoc-448.txt	70	160	gsherma2	 instances in which weather was a main or contributing factor in the loss of a ship at sea	GenericEvent
1999-trec8-adhoc-450.txt	34	46	gsherma2	King Hussein	PersonEntity
1999-trec8-adhoc-450.txt	133	145	gsherma2	King Hussein	PersonEntity
1999-trec8-adhoc-450.txt	123	132	gsherma2	Jordanian	PlaceEntity
1999-trec8-adhoc-450.txt	174	185	gsherma2	Middle East	PlaceEntity
2003-novelty-adhoc-N30.txt	36	52	gsherma2	medicare changes	GenericEvent
2003-novelty-adhoc-N30.txt	89	119	gsherma2	changes to be made to Medicare	GenericEvent
2003-novelty-adhoc-N30.txt	111	119	gsherma2	Medicare	OtherEntity
2003-novelty-adhoc-N30.txt	123	127	gsherma2	U.S.	PlaceEntity
2003-novelty-adhoc-N33.txt	36	43	gsherma2	Russian	PlaceEntity
2003-novelty-adhoc-N33.txt	54	60	gsherma2	Kursk 	OtherEntity
2003-novelty-adhoc-N33.txt	85	92	gsherma2	Russian	PlaceEntity
2003-novelty-adhoc-N33.txt	103	108	gsherma2	Kursk	OtherEntity
2003-novelty-adhoc-N33.txt	121	132	gsherma2	Barents Sea	PlaceEntity
2003-novelty-adhoc-N33.txt	159	170	gsherma2	August 2000	ExplicitDate
2003-novelty-adhoc-N33.txt	81	132	gsherma2	The Russian submarine Kursk sank in the Barents Sea	SpecificEvent
2003-novelty-adhoc-N33.txt	36	65	gsherma2	Russian submarine Kursk sinks	SpecificEvent
2003-novelty-adhoc-N34.txt	36	41	gsherma2	Glenn	PersonEntity
2003-novelty-adhoc-N34.txt	42	59	gsherma2	Shuttle Discovery	OtherEntity
2003-novelty-adhoc-N34.txt	75	87	gsherma2	John Glenn's	PersonEntity
2003-novelty-adhoc-N34.txt	88	105	gsherma2	Shuttle Discovery	OtherEntity
2003-novelty-adhoc-N34.txt	75	110	gsherma2	John Glenn's Shuttle Discovery trip	SpecificEvent
2003-novelty-adhoc-N34.txt	36	60	gsherma2	Glenn Shuttle Discovery 	SpecificEvent
2003-novelty-adhoc-N35.txt	36	40	gsherma2	NATO	OrganizationEntity
2003-novelty-adhoc-N35.txt	42	48	gsherma2	Poland	PlaceEntity
2003-novelty-adhoc-N35.txt	50	64	gsherma2	Czech Republic	PlaceEntity
2003-novelty-adhoc-N35.txt	66	73	gsherma2	Hungary	PlaceEntity
2003-novelty-adhoc-N35.txt	107	111	gsherma2	NATO	OrganizationEntity
2003-novelty-adhoc-N35.txt	121	127	gsherma2	Poland	PlaceEntity
2003-novelty-adhoc-N35.txt	129	143	gsherma2	Czech Republic	PlaceEntity
2003-novelty-adhoc-N35.txt	145	152	gsherma2	Hungary	PlaceEntity
2003-novelty-adhoc-N35.txt	157	161	gsherma2	1999	ExplicitDate
2003-novelty-adhoc-N35.txt	90	119	gsherma2	Accession of new NATO members	SpecificEvent
2003-novelty-adhoc-N36.txt	36	40	gsherma2	Fox 	PersonEntity
2003-novelty-adhoc-N36.txt	58	64	gsherma2	Mexico	PlaceEntity
2003-novelty-adhoc-N36.txt	80	91	gsherma2	Vicente Fox	PersonEntity
2003-novelty-adhoc-N36.txt	36	64	gsherma2	Fox elected president Mexico	SpecificEvent
2003-novelty-adhoc-N36.txt	80	123	gsherma2	Vicente Fox was elected president of Mexico	SpecificEvent
2003-novelty-adhoc-N36.txt	117	123	gsherma2	Mexico	PlaceEntity
2003-novelty-adhoc-N36.txt	127	136	gsherma2	July 2000	ExplicitDate
2003-novelty-adhoc-N36.txt	169	172	gsherma2	PRI	OtherEntity
2003-novelty-adhoc-N37.txt	36	43	gsherma2	Olympic	OrganizationEntity
2003-novelty-adhoc-N37.txt	52	66	gsherma2	Salt Lake City	PlaceEntity
2003-novelty-adhoc-N37.txt	36	67	gsherma2	Olympic scandal Salt Lake City 	SpecificEvent
2003-novelty-adhoc-N37.txt	85	100	gsherma2	 Salt Lake City	PlaceEntity
2003-novelty-adhoc-N37.txt	101	108	gsherma2	Olympic	OrganizationEntity
2003-novelty-adhoc-N37.txt	82	124	gsherma2	The Salt Lake City Olympic bribery scandal	SpecificEvent
2003-novelty-adhoc-N39.txt	36	61	gsherma2	I-Love-You computer virus	OtherEntity
2003-novelty-adhoc-N39.txt	111	139	gsherma2	 'I Love You' computer virus	OtherEntity
2003-novelty-adhoc-N40.txt	36	46	gsherma2	Wen Ho Lee	PersonEntity
2003-novelty-adhoc-N40.txt	48	58	gsherma2	Los Alamos	PlaceEntity
2003-novelty-adhoc-N40.txt	36	58	gsherma2	"Wen Ho Lee, Los Alamos"	SpecificEvent
2003-novelty-adhoc-N40.txt	78	88	gsherma2	Wen Ho Lee	PersonEntity
2003-novelty-adhoc-N40.txt	89	99	gsherma2	Los Alamos	PlaceEntity
2003-novelty-adhoc-N40.txt	74	104	gsherma2	The Wen Ho Lee Los Alamos case	SpecificEvent
2003-novelty-adhoc-N41.txt	36	41	gsherma2	North	PlaceEntity
2003-novelty-adhoc-N41.txt	42	54	gsherma2	South Korean	PlaceEntity
2003-novelty-adhoc-N41.txt	36	61	gsherma2	North South Korean Summit	SpecificEvent
2003-novelty-adhoc-N41.txt	62	70	gsherma2	Pyonyang	PlaceEntity
2003-novelty-adhoc-N41.txt	121	130	gsherma2	June 2000	ExplicitDate
2003-novelty-adhoc-N41.txt	143	148	gsherma2	North	PlaceEntity
2003-novelty-adhoc-N41.txt	153	164	gsherma2	South Korea	PlaceEntity
2003-novelty-adhoc-N41.txt	121	190	gsherma2	"June 2000, leaders of North and South Korea held a summit in Pyonyang"	SpecificEvent
2003-novelty-adhoc-N41.txt	182	190	gsherma2	Pyonyang	PlaceEntity
2003-novelty-adhoc-N42.txt	36	55	gsherma2	"John F. Kennedy, Jr"	PersonEntity
2003-novelty-adhoc-N42.txt	36	61	gsherma2	"John F. Kennedy, Jr. dies"	SpecificEvent
2003-novelty-adhoc-N42.txt	77	97	gsherma2	"John F. Kennedy, Jr."	PersonEntity
2003-novelty-adhoc-N42.txt	77	138	gsherma2	"John F. Kennedy, Jr. was killed in a plane crash in July 1998"	SpecificEvent
2003-novelty-adhoc-N42.txt	129	138	gsherma2	July 1998	ExplicitDate
2003-novelty-adhoc-N43.txt	36	43	gsherma2	Chinese	PlaceEntity
2003-novelty-adhoc-N43.txt	36	54	gsherma2	Chinese earthquake	SpecificEvent
2003-novelty-adhoc-N43.txt	93	100	gsherma2	Chinese	PlaceEntity
2003-novelty-adhoc-N43.txt	93	125	gsherma2	"Chinese earthquake, January 1998"	SpecificEvent
2003-novelty-adhoc-N43.txt	113	126	gsherma2	January 1998.	ExplicitDate
2003-novelty-adhoc-N44.txt	56	61	gsherma2	Italy	PlaceEntity
2003-novelty-adhoc-N44.txt	36	61	gsherma2	plane gondola cable Italy	SpecificEvent
2003-novelty-adhoc-N44.txt	80	92	gsherma2	"Feb. 3, 1998"	ExplicitDate
2003-novelty-adhoc-N44.txt	96	107	gsherma2	U.S. Marine	OrganizationEntity
2003-novelty-adhoc-N44.txt	96	183	gsherma2	"U.S. Marine jet severed a ski gondola cable, sending the gondola plunging to the ground"	SpecificEvent
2003-novelty-adhoc-N45.txt	36	43	gsherma2	Slepian	PersonEntity
2003-novelty-adhoc-N45.txt	36	59	gsherma2	Slepian abortion murder	SpecificEvent
2003-novelty-adhoc-N45.txt	75	117	gsherma2	"Murder of abortion doctor, Barnett Slepian"	SpecificEvent
2003-novelty-adhoc-N45.txt	102	117	gsherma2	Barnett Slepian	PersonEntity
2003-novelty-adhoc-N46.txt	36	44	gsherma2	Swissair	OrganizationEntity
2003-novelty-adhoc-N46.txt	51	62	gsherma2	Nova Scotia	PlaceEntity
2003-novelty-adhoc-N46.txt	36	62	gsherma2	Swissair crash Nova Scotia	SpecificEvent
2003-novelty-adhoc-N46.txt	78	86	gsherma2	Swissair	OrganizationEntity
2003-novelty-adhoc-N46.txt	78	125	gsherma2	Swissair jet crash off the coast of Nova Scotia	SpecificEvent
2003-novelty-adhoc-N46.txt	114	125	gsherma2	Nova Scotia	PlaceEntity
2003-novelty-adhoc-N47.txt	36	43	gsherma2	Suharto	PersonEntity
2003-novelty-adhoc-N47.txt	55	64	gsherma2	Indonesia	PlaceEntity
2003-novelty-adhoc-N47.txt	36	64	gsherma2	Suharto steps-down Indonesia	SpecificEvent
2003-novelty-adhoc-N47.txt	80	87	gsherma2	Suharto	PersonEntity
2003-novelty-adhoc-N47.txt	89	100	gsherma2	Indonesia's	PlaceEntity
2003-novelty-adhoc-N47.txt	80	154	gsherma2	"Suharto, Indonesia's autocratic ruler of 32 years was forced to step down "	SpecificEvent
2003-novelty-adhoc-N47.txt	196	204	gsherma2	May 1998	ExplicitDate
2003-novelty-adhoc-N48.txt	36	56	gsherma2	human genome decoded	SpecificEvent
2003-novelty-adhoc-N48.txt	72	92	gsherma2	Human genome decoded	SpecificEvent
2003-novelty-adhoc-N48.txt	96	99	gsherma2	NIH	OrganizationEntity
2003-novelty-adhoc-N49.txt	36	53	gsherma2	Nobel Peace prize	PeriodicEvent
2003-novelty-adhoc-N49.txt	69	73	gsherma2	1998	ExplicitDate
2003-novelty-adhoc-N49.txt	74	79	gsherma2	Nobel	PersonEntity
2003-novelty-adhoc-N49.txt	69	91	gsherma2	1998 Nobel peace prize	SpecificEvent
2003-novelty-adhoc-N50.txt	47	54	gsherma2	Fossett	PersonEntity
2003-novelty-adhoc-N50.txt	36	66	gsherma2	balloonist Fossett solo flight	SpecificEvent
2003-novelty-adhoc-N50.txt	93	108	gsherma2	Steve Fossett's	PersonEntity
2003-novelty-adhoc-N50.txt	109	120	gsherma2	1998 August	ExplicitDate
2003-novelty-adhoc-N50.txt	82	132	gsherma2	Balloonist Steve Fossett's 1998 August solo flight	SpecificEvent
2004-novelty-adhoc-N76.txt	136	149	gsherma2	U.S. Military	OrganizationEntity
2004-novelty-adhoc-N77.txt	158	167	gsherma2	President	PersonEntity
2004-novelty-adhoc-N78.txt	36	40	gsherma2	U.S.	PlaceEntity
2004-novelty-adhoc-N78.txt	85	89	gsherma2	U.S.	PlaceEntity
2004-novelty-adhoc-N78.txt	114	118	gsherma2	U.N.	OrganizationEntity
2004-novelty-adhoc-N79.txt	84	98	gsherma2	Charles Schulz	PersonEntity
2004-novelty-adhoc-N79.txt	150	157	gsherma2	Peanuts	OtherEntity
2004-novelty-adhoc-N79.txt	71	98	gsherma2	The death of Charles Schulz	SpecificEvent
2004-novelty-adhoc-N80.txt	36	42	gsherma2	Turkey	PlaceEntity
2004-novelty-adhoc-N80.txt	36	53	gsherma2	Turkey Earthquake	SpecificEvent
2004-novelty-adhoc-N80.txt	90	105	gsherma2	 17 August 1999	ExplicitDate
2004-novelty-adhoc-N80.txt	91	136	gsherma2	17 August 1999 Earthquake occurance in Turkey	SpecificEvent
2004-novelty-adhoc-N80.txt	130	136	gsherma2	Turkey	PlaceEntity
2004-novelty-adhoc-N81.txt	48	55	gsherma2	Shepard	PersonEntity
2004-novelty-adhoc-N81.txt	36	55	gsherma2	Gay Student Shepard	SpecificEvent
2004-novelty-adhoc-N81.txt	104	132	gsherma2	the death of Matthew Shepard	SpecificEvent
2004-novelty-adhoc-N81.txt	117	132	gsherma2	Matthew Shepard	PersonEntity
2004-novelty-adhoc-N82.txt	36	63	gsherma2	First Human Hand Transplant	SpecificEvent
2004-novelty-adhoc-N82.txt	79	131	gsherma2	The first human hand transplant in the United States	SpecificEvent
2004-novelty-adhoc-N82.txt	118	131	gsherma2	United States	PlaceEntity
2004-novelty-adhoc-N82.txt	149	162	gsherma2	Matthew Scott	PersonEntity
2004-novelty-adhoc-N82.txt	165	182	gsherma2	" January 25, 1999"	ExplicitDate
2004-novelty-adhoc-N83.txt	36	59	gsherma2	Marine Osprey Aircraft 	SpecificEvent
2004-novelty-adhoc-N83.txt	108	168	gsherma2	"the crash of the Marine Osprey aircraft near Tuscon, Arizona"	SpecificEvent
2004-novelty-adhoc-N83.txt	153	168	gsherma2	"Tuscon, Arizona"	PlaceEntity
2004-novelty-adhoc-N85.txt	36	43	gsherma2	Collins	PersonEntity
2004-novelty-adhoc-N85.txt	36	63	gsherma2	Collins First Woman Shuttle	SpecificEvent
2004-novelty-adhoc-N85.txt	79	93	gsherma2	Eileen Collins	PersonEntity
2004-novelty-adhoc-N85.txt	79	152	gsherma2	Eileen Collins is first U.S. woman to command a shuttle mission in space.	SpecificEvent
2004-novelty-adhoc-N85.txt	103	107	gsherma2	U.S.	PlaceEntity
2004-novelty-adhoc-N87.txt	36	61	gsherma2	Church Bombing Birmingham	SpecificEvent
2004-novelty-adhoc-N87.txt	51	61	gsherma2	Birmingham	PlaceEntity
2004-novelty-adhoc-N87.txt	160	224	gsherma2	"the church bombing on September 15, 1963, in Birmingham, Alabama"	SpecificEvent
2004-novelty-adhoc-N87.txt	182	200	gsherma2	"September 15, 1963"	ExplicitDate
2004-novelty-adhoc-N87.txt	205	224	gsherma2	"Birmingham, Alabama"	PlaceEntity
2004-novelty-adhoc-N88.txt	36	67	gsherma2	Bombing Exercise Vieques Island	SpecificEvent
2004-novelty-adhoc-N88.txt	53	67	gsherma2	Vieques Island	PlaceEntity
2004-novelty-adhoc-N88.txt	101	118	gsherma2	bombing exercises	SpecificEvent
2004-novelty-adhoc-N88.txt	83	92	gsherma2	U.S. Navy	OrganizationEntity
2004-novelty-adhoc-N88.txt	119	147	gsherma2	Puerto Rico's Vieques Island	PlaceEntity
2004-novelty-adhoc-N90.txt	36	59	gsherma2	Rafael Resendez-Ramirez	PersonEntity
2004-novelty-adhoc-N90.txt	36	71	gsherma2	Rafael Resendez-Ramirez Surrenders 	SpecificEvent
2004-novelty-adhoc-N90.txt	108	131	gsherma2	Rafael Resendez-Ramirez	PersonEntity
2004-novelty-adhoc-N90.txt	146	150	gsherma2	U.S.	PlaceEntity
2004-novelty-adhoc-N90.txt	108	162	gsherma2	Rafael Resendez-Ramirez surrenders to U.S. authorities	SpecificEvent
2004-novelty-adhoc-N91.txt	53	59	gsherma2	Taiwan	PlaceEntity
2004-novelty-adhoc-N91.txt	82	89	gsherma2	America	PlaceEntity
2004-novelty-adhoc-N91.txt	137	143	gsherma2	Taiwan	PlaceEntity
2004-novelty-adhoc-N92.txt	36	51	gsherma2	Hillary Clinton	PersonEntity
2004-novelty-adhoc-N92.txt	100	115	gsherma2	Hillary Clinton	PersonEntity
2004-novelty-adhoc-N92.txt	128	136	gsherma2	New York	PlaceEntity
2004-novelty-adhoc-N92.txt	36	68	gsherma2	Hillary Clinton Campaign Senator	SpecificEvent
2004-novelty-adhoc-N92.txt	84	144	gsherma2	The campaign of Hillary Clinton to become a New York Senator	SpecificEvent
2004-novelty-adhoc-N95.txt	36	41	gsherma2	China	PlaceEntity
2004-novelty-adhoc-N95.txt	77	84	gsherma2	China's	PlaceEntity
2004-novelty-adhoc-N95.txt	104	112	gsherma2	Shenzhou	OtherEntity
2004-novelty-adhoc-N95.txt	149	163	gsherma2	20/21 Nov 1999	ExplicitDate
2004-novelty-adhoc-N97.txt	52	63	gsherma2	Yucca Flats	PlaceEntity
2004-novelty-adhoc-N97.txt	131	150	gsherma2	"Yucca Flats, Nevada"	PlaceEntity
2004-novelty-adhoc-N98.txt	36	43	gsherma2	Ugandan	PlaceEntity
2004-novelty-adhoc-N98.txt	73	80	gsherma2	Ugandan	PlaceEntity
2004-novelty-adhoc-N98.txt	73	127	gsherma2	Ugandan Doomsday Cult commit mass murders and suicides	SpecificEvent
2004-novelty-adhoc-N98.txt	36	58	gsherma2	Ugandan Doomsday Cult 	SpecificEvent
2004-novelty-adhoc-N100.txt	37	58	gsherma2	European Super League	OrganizationEntity
2004-novelty-adhoc-N100.txt	90	111	gsherma2	European Super League	OrganizationEntity
2004-novelty-adhoc-N100.txt	128	136	gsherma2	European	PlaceEntity
2006-blog06-opinion-876.txt	90	93	gsherma2	BBC	OrganizationEntity
2006-blog06-opinion-877.txt	37	42	gsherma2	sonic	OrganizationEntity
2006-blog06-opinion-877.txt	85	90	gsherma2	Sonic	OrganizationEntity
2006-blog06-opinion-876.txt	38	50	gsherma2	life on mars	PeriodicEvent
2006-blog06-opinion-876.txt	113	125	gsherma2	Life on Mars	PeriodicEvent
2006-blog06-opinion-880.txt	38	53	gsherma2	natalie portman	PersonEntity
2006-blog06-opinion-880.txt	109	124	gsherma2	Natalie Portman	PersonEntity
2006-blog06-opinion-881.txt	38	53	gsherma2	Fox News Report	PeriodicEvent
2006-blog06-opinion-881.txt	77	92	gsherma2	Fox News Report	PeriodicEvent
2006-blog06-opinion-882.txt	37	45	gsherma2	seahawks	OrganizationEntity
2006-blog06-opinion-882.txt	99	115	gsherma2	Seattle Seahawks	OrganizationEntity
2006-blog06-opinion-883.txt	37	45	gsherma2	heineken	OrganizationEntity
2006-blog06-opinion-883.txt	130	145	gsherma2	Heineken's Beer	OrganizationEntity
2006-blog06-opinion-884.txt	37	45	gsherma2	Qualcomm	OrganizationEntity
2006-blog06-opinion-884.txt	82	90	gsherma2	Qualcomm	OrganizationEntity
2006-blog06-opinion-885.txt	37	44	gsherma2	shimano	OrganizationEntity
2006-blog06-opinion-885.txt	111	118	gsherma2	Shimano	OrganizationEntity
2006-blog06-opinion-886.txt	38	47	gsherma2	west wing	PeriodicEvent
2006-blog06-opinion-886.txt	113	122	gsherma2	West Wing	PeriodicEvent
2006-blog06-opinion-887.txt	37	61	gsherma2	World Trade Organization	OrganizationEntity
2006-blog06-opinion-887.txt	123	147	gsherma2	World Trade Organization	OrganizationEntity
2006-blog06-opinion-887.txt	170	174	gsherma2	2004	ExplicitDate
2006-blog06-opinion-887.txt	179	183	gsherma2	2005	ExplicitDate
2006-blog06-opinion-888.txt	37	41	gsherma2	audi	OrganizationEntity
2006-blog06-opinion-888.txt	82	86	gsherma2	Audi	OrganizationEntity
2006-blog06-opinion-889.txt	37	48	gsherma2	scientology	OrganizationEntity
2006-blog06-opinion-889.txt	95	106	gsherma2	Scientology	OrganizationEntity
2006-blog06-opinion-890.txt	37	45	gsherma2	olympics	PeriodicEvent
2006-blog06-opinion-890.txt	119	125	gsherma2	Winter	PeriodicEvent
2006-blog06-opinion-890.txt	130	145	gsherma2	Summer Olympics	PeriodicEvent
2006-blog06-opinion-891.txt	37	42	gsherma2	intel	OrganizationEntity
2006-blog06-opinion-891.txt	81	86	gsherma2	Intel	OrganizationEntity
2006-blog06-opinion-892.txt	38	47	gsherma2	Jim Moran	PersonEntity
2006-blog06-opinion-892.txt	126	147	gsherma2	Congressman Jim Moran	PersonEntity
2006-blog06-opinion-892.txt	151	153	gsherma2	Va	PlaceEntity
2006-blog06-opinion-893.txt	37	43	gsherma2	zyrtec	OtherEntity
2006-blog06-opinion-893.txt	62	68	gsherma2	Zyrtec	OtherEntity
2006-blog06-opinion-895.txt	37	42	gsherma2	Oprah	PeriodicEvent
2006-blog06-opinion-895.txt	78	101	gsherma2	Oprah Winfrey's TV show	PeriodicEvent
2006-blog06-opinion-897.txt	37	49	gsherma2	ariel sharon	PersonEntity
2006-blog06-opinion-897.txt	95	107	gsherma2	Ariel Sharon	PersonEntity
2006-blog06-opinion-900.txt	37	46	gsherma2	mcdonalds	OrganizationEntity
2006-blog06-opinion-900.txt	98	108	gsherma2	McDonald's	OrganizationEntity
2007-blog07-opinion-926.txt	37	54	gsherma2	hawthorne heights	OrganizationEntity
2007-blog07-opinion-926.txt	96	113	gsherma2	Hawthorne Heights	OrganizationEntity
2007-blog07-opinion-927.txt	37	42	gsherma2	oscar	PeriodicEvent
2007-blog07-opinion-927.txt	121	135	gsherma2	Academy Awards	PeriodicEvent
2007-blog07-opinion-927.txt	171	176	gsherma2	Oscar	PeriodicEvent
2007-blog07-opinion-928.txt	38	46	gsherma2	big love	PeriodicEvent
2007-blog07-opinion-928.txt	91	94	gsherma2	HBO	OrganizationEntity
2007-blog07-opinion-928.txt	112	120	gsherma2	Big Love	PeriodicEvent
2007-blog07-opinion-930.txt	37	41	gsherma2	ikea	OrganizationEntity
2007-blog07-opinion-930.txt	74	78	gsherma2	Ikea	OrganizationEntity
2007-blog07-opinion-931.txt	37	50	gsherma2	fort mcmurray	PlaceEntity
2007-blog07-opinion-931.txt	87	95	gsherma2	Canadian	PlaceEntity
2007-blog07-opinion-931.txt	113	126	gsherma2	Fort McMurray	PlaceEntity
2007-blog07-opinion-932.txt	37	45	gsherma2	goobuntu	OtherEntity
2007-blog07-opinion-932.txt	106	112	gsherma2	Google	OrganizationEntity
2007-blog07-opinion-932.txt	159	167	gsherma2	Goobuntu	OtherEntity
2007-blog07-opinion-933.txt	38	53	gsherma2	winter olympics	PeriodicEvent
2007-blog07-opinion-933.txt	91	106	gsherma2	Winter Olympics	PeriodicEvent
2007-blog07-opinion-934.txt	37	46	gsherma2	cointreau	OtherEntity
2007-blog07-opinion-934.txt	91	100	gsherma2	Cointreau	OtherEntity
2007-blog07-opinion-934.txt	131	140	gsherma2	Cointreau	OtherEntity
2007-blog07-opinion-935.txt	37	43	gsherma2	mozart	PersonEntity
2007-blog07-opinion-935.txt	96	119	gsherma2	Wolfgang Amadeus Mozart	PersonEntity
2007-blog07-opinion-936.txt	37	44	gsherma2	grammys	PeriodicEvent
